Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop1,Male ,Fem,LandAcres
2020,CT2020,Brooklyn,36047028900,3028900,,,,3933,1862,2071,40.96
2020,CT2020,Brooklyn,36047029000,3029000,,,,4377,2100,2277,38.23
2020,CT2020,Brooklyn,36047029100,3029100,,,,3042,1437,1605,40.68
2020,CT2020,Brooklyn,36047029200,3029200,,,,2781,1359,1422,50.78
2020,CT2020,Brooklyn,36047029300,3029300,,,,3402,1493,1909,40.64
2020,CT2020,Brooklyn,36047029400,3029400,,,,2298,1102,1196,46.62
2020,CT2020,Brooklyn,36047029500,3029500,,,,3851,1749,2102,40.67
2020,CT2020,Brooklyn,36047029600,3029600,,,,5993,2929,3064,52.91
2020,CT2020,Brooklyn,36047029700,3029700,,,,3921,1826,2095,50.8
2020,CT2020,Brooklyn,36047029800,3029800,,,,3955,1951,2004,54.57
2020,CT2020,Brooklyn,36047029900,3029900,,,,2496,1132,1364,35.14
2020,CT2020,Brooklyn,36047030000,3030000,,,,4224,2076,2148,48.2
2020,CT2020,Brooklyn,36047030100,3030100,,,,2970,1424,1546,48.05
2020,CT2020,Brooklyn,36047030200,3030200,,,,4391,2181,2210,52.19
2020,CT2020,Brooklyn,36047030300,3030300,,,,4952,2163,2789,62.66
2020,CT2020,Brooklyn,36047030400,3030400,,,,4686,2252,2434,114.97
2020,CT2020,Brooklyn,36047030500,3030500,,,,7249,3339,3910,79.7
2020,CT2020,Brooklyn,36047030600,3030600,,,,2215,1089,1126,47.86
2020,CT2020,Brooklyn,36047030700,3030700,,,,5625,2388,3237,65.97
2020,CT2020,Brooklyn,36047030800,3030800,,,,2314,1110,1204,168.42
2020,CT2020,Brooklyn,36047030900,3030900,,,,2209,1014,1195,37.53
2020,CT2020,Brooklyn,36047031100,3031100,,,,3191,1517,1674,37.73
2020,CT2020,Brooklyn,36047031300,3031300,,,,5109,2329,2780,43.07
2020,CT2020,Brooklyn,36047031401,3031401,,,,5142,2457,2685,111.25
2020,CT2020,Brooklyn,36047031402,3031402,,,,0,0,0,95.25
2020,CT2020,Brooklyn,36047031500,3031500,,,,5613,2563,3050,44.53
2020,CT2020,Brooklyn,36047031701,3031701,,,,3999,1773,2226,34.53
2020,CT2020,Brooklyn,36047031702,3031702,,,,3714,1706,2008,34.54
2020,CT2020,Brooklyn,36047031900,3031900,,,,3452,1540,1912,37.4
2020,CT2020,Brooklyn,36047032100,3032100,,,,5488,2465,3023,39.56
2020,CT2020,Brooklyn,36047032300,3032300,,,,3509,1498,2011,42.76
2020,CT2020,Brooklyn,36047032500,3032500,,,,6218,2787,3431,41.62
2020,CT2020,Brooklyn,36047032600,3032600,,,,7075,3215,3860,81.34
2020,CT2020,Brooklyn,36047032700,3032700,,,,3074,1390,1684,43.76
2020,CT2020,Brooklyn,36047032800,3032800,,,,3090,1487,1603,57.54
2020,CT2020,Brooklyn,36047032900,3032900,,,,5707,2551,3156,38.65
2020,CT2020,Brooklyn,36047033000,3033000,,,,4423,1892,2531,91.96
2020,CT2020,Brooklyn,36047033100,3033100,,,,4217,2013,2204,35.2
2020,CT2020,Brooklyn,36047033300,3033300,,,,4503,2149,2354,46.04
2020,CT2020,Brooklyn,36047033500,3033500,,,,3231,1624,1607,44.65
2020,CT2020,Brooklyn,36047033600,3033600,,,,4765,2364,2401,170.07
2020,CT2020,Brooklyn,36047033701,3033701,,,,2510,1244,1266,24.38
2020,CT2020,Brooklyn,36047033702,3033702,,,,2116,1072,1044,24.44
2020,CT2020,Brooklyn,36047033900,3033900,,,,4676,2121,2555,44.66
2020,CT2020,Brooklyn,36047034000,3034000,,,,1958,797,1161,32.05
2020,CT2020,Brooklyn,36047034100,3034100,,,,2685,1176,1509,34.54
2020,CT2020,Brooklyn,36047034200,3034200,,,,7060,2946,4114,56.82
2020,CT2020,Brooklyn,36047034300,3034300,,,,5024,2115,2909,40.07
2020,CT2020,Brooklyn,36047034500,3034500,,,,2738,1260,1478,40.42
2020,CT2020,Brooklyn,36047034700,3034700,,,,3645,1615,2030,34.54
2020,CT2020,Brooklyn,36047034800,3034800,,,,2828,1447,1381,146.47
2020,CT2020,Brooklyn,36047034901,3034901,,,,2067,888,1179,17.29
2020,CT2020,Brooklyn,36047034902,3034902,,,,3347,1461,1886,23.04
2020,CT2020,Brooklyn,36047035000,3035000,,,,3082,1328,1754,49.07
2020,CT2020,Brooklyn,36047035101,3035101,,,,2243,960,1283,17.27
2020,CT2020,Brooklyn,36047035102,3035102,,,,2626,1219,1407,23.01
2020,CT2020,Brooklyn,36047035200,3035200,,,,1367,648,719,244.8
2020,CT2020,Brooklyn,36047035301,3035301,,,,2566,1176,1390,17.28
2020,CT2020,Brooklyn,36047035302,3035302,,,,2811,1326,1485,23.03
2020,CT2020,Brooklyn,36047035400,3035400,,,,5493,2446,3047,93.42
2020,CT2020,Brooklyn,36047035500,3035500,,,,5192,2365,2827,34.2
2020,CT2020,Brooklyn,36047035601,3035601,,,,2902,1268,1634,16.78
2020,CT2020,Brooklyn,36047035602,3035602,,,,5474,2404,3070,42.2
2020,CT2020,Brooklyn,36047035701,3035701,,,,2322,998,1324,17.25
2020,CT2020,Brooklyn,36047035702,3035702,,,,15,6,9,27.24
2020,CT2020,Brooklyn,36047035900,3035900,,,,5617,2428,3189,45.36
2020,CT2020,Brooklyn,36047036001,3036001,,,,3387,1544,1843,23.43
2020,CT2020,Brooklyn,36047036002,3036002,,,,4203,1779,2424,21.26
2020,CT2020,Brooklyn,36047036100,3036100,,,,2964,1369,1595,34.86
2020,CT2020,Brooklyn,36047036200,3036200,,,,4140,2147,1993,42.28
2020,CT2020,Brooklyn,36047036300,3036300,,,,5385,2341,3044,64.18
2020,CT2020,Brooklyn,36047036400,3036400,,,,3006,1594,1412,35.4
2020,CT2020,Brooklyn,36047036501,3036501,,,,2959,1315,1644,31.22
2020,CT2020,Brooklyn,36047036502,3036502,,,,1902,979,923,30.16
2020,CT2020,Brooklyn,36047036600,3036600,,,,4681,2299,2382,57.86
2020,CT2020,Brooklyn,36047036700,3036700,,,,1796,792,1004,45.21
2020,CT2020,Brooklyn,36047036900,3036900,,,,6136,2854,3282,56.03
2020,CT2020,Brooklyn,36047037000,3037000,,,,4750,2346,2404,83.08
2020,CT2020,Brooklyn,36047037100,3037100,,,,4503,2165,2338,46.79
2020,CT2020,Brooklyn,36047037300,3037300,,,,4385,2001,2384,42.21
2020,CT2020,Brooklyn,36047037401,3037401,,,,4696,2250,2446,55.73
2020,CT2020,Brooklyn,36047037402,3037402,,,,5367,2603,2764,74.5
2020,CT2020,Brooklyn,36047037500,3037500,,,,3809,1833,1976,39.24
2020,CT2020,Brooklyn,36047037700,3037700,,,,3970,1877,2093,47
2020,CT2020,Brooklyn,36047037900,3037900,,,,3851,1789,2062,45.41
2020,CT2020,Brooklyn,36047038100,3038100,,,,5313,2256,3057,59.19
2020,CT2020,Brooklyn,36047038200,3038200,,,,5882,2634,3248,57.68
2020,CT2020,Brooklyn,36047038300,3038300,,,,4338,1956,2382,43.13
2020,CT2020,Brooklyn,36047038500,3038500,,,,3969,1883,2086,43.11
2020,CT2020,Brooklyn,36047038600,3038600,,,,3812,1841,1971,62.07
2020,CT2020,Brooklyn,36047038700,3038700,,,,4908,2354,2554,46.52
2020,CT2020,Brooklyn,36047038800,3038800,,,,4047,1977,2070,48.91
2020,CT2020,Brooklyn,36047038900,3038900,,,,3570,1807,1763,40.26
2020,CT2020,Brooklyn,36047039000,3039000,,,,2321,1191,1130,42.96
2020,CT2020,Brooklyn,36047039100,3039100,,,,5776,2843,2933,41.06
2020,CT2020,Brooklyn,36047039200,3039200,,,,2908,1417,1491,43.15
2020,CT2020,Brooklyn,36047039300,3039300,,,,4141,2123,2018,46.85
2020,CT2020,Brooklyn,36047039400,3039400,,,,2187,1106,1081,47.47
2020,CT2020,Brooklyn,36047039500,3039500,,,,4030,1917,2113,39.47
2020,CT2020,Brooklyn,36047039600,3039600,,,,1948,978,970,40.35
2020,CT2020,Brooklyn,36047039700,3039700,,,,3868,1827,2041,39.33
2020,CT2020,Brooklyn,36047039800,3039800,,,,2841,1423,1418,50.14
2020,CT2020,Brooklyn,36047039900,3039900,,,,4378,1982,2396,37.37
2020,CT2020,Brooklyn,36047040000,3040000,,,,3281,1626,1655,47.44
2020,CT2020,Brooklyn,36047040100,3040100,,,,3778,1825,1953,39.43
2020,CT2020,Brooklyn,36047040200,3040200,,,,3025,1484,1541,48.81
2020,CT2020,Brooklyn,36047040300,3040300,,,,3892,1861,2031,51.96
2020,CT2020,Brooklyn,36047040400,3040400,,,,2812,1396,1416,37.97
2020,CT2020,Brooklyn,36047040500,3040500,,,,1829,853,976,34.35
2020,CT2020,Brooklyn,36047040600,3040600,,,,3599,1786,1813,36.34
2020,CT2020,Brooklyn,36047040700,3040700,,,,6,3,3,124.75
2020,CT2020,Brooklyn,36047040800,3040800,,,,3933,2011,1922,37.79
2020,CT2020,Brooklyn,36047040900,3040900,,,,3800,1831,1969,42.58
2020,CT2020,Brooklyn,36047041000,3041000,,,,2136,1032,1104,35.3
2020,CT2020,Brooklyn,36047041100,3041100,,,,3332,1584,1748,33.33
2020,CT2020,Brooklyn,36047041200,3041200,,,,3375,1636,1739,40.85
2020,CT2020,Brooklyn,36047041300,3041300,,,,3951,1898,2053,40.07
2020,CT2020,Brooklyn,36047041401,3041401,,,,1480,738,742,33.39
2020,CT2020,Brooklyn,36047041402,3041402,,,,1855,889,966,38.15
2020,CT2020,Brooklyn,36047041500,3041500,,,,4032,1934,2098,40.2
2020,CT2020,Brooklyn,36047041600,3041600,,,,2112,1071,1041,40.17
2020,CT2020,Brooklyn,36047041700,3041700,,,,3348,1500,1848,34.88
2020,CT2020,Brooklyn,36047041800,3041800,,,,2645,1330,1315,40.6
2020,CT2020,Brooklyn,36047041900,3041900,,,,3880,1868,2012,37.81
2020,CT2020,Brooklyn,36047042000,3042000,,,,1912,973,939,41.67
2020,CT2020,Brooklyn,36047042100,3042100,,,,4866,2310,2556,37.9
2020,CT2020,Brooklyn,36047042200,3042200,,,,3663,1847,1816,56.16
2020,CT2020,Brooklyn,36047042300,3042300,,,,4566,2312,2254,45.03
2020,CT2020,Brooklyn,36047042400,3042400,,,,4175,2070,2105,39.79
2020,CT2020,Brooklyn,36047042500,3042500,,,,3026,1528,1498,41.48
2020,CT2020,Brooklyn,36047042600,3042600,,,,4350,2156,2194,42.01
2020,CT2020,Brooklyn,36047042700,3042700,,,,4920,2451,2469,36.64
2020,CT2020,Brooklyn,36047042800,3042800,,,,4290,2037,2253,40.7
2020,CT2020,Brooklyn,36047042900,3042900,,,,5556,2802,2754,41.55
2020,CT2020,Brooklyn,36047043000,3043000,,,,3842,1793,2049,39.54
2020,CT2020,Brooklyn,36047043100,3043100,,,,4884,2357,2527,41.56
2020,CT2020,Brooklyn,36047043200,3043200,,,,4514,2267,2247,36.77
2020,CT2020,Brooklyn,36047043300,3043300,,,,3843,1865,1978,41.57
2020,CT2020,Brooklyn,36047043400,3043400,,,,3866,1890,1976,34.51
2020,CT2020,Brooklyn,36047043500,3043500,,,,4709,2379,2330,41.55
2020,CT2020,Brooklyn,36047043600,3043600,,,,4694,2270,2424,33.98
2020,CT2020,Brooklyn,36047043700,3043700,,,,5282,2671,2611,41.55
2020,CT2020,Brooklyn,36047043800,3043800,,,,2905,1453,1452,38.57
2020,CT2020,Brooklyn,36047043900,3043900,,,,4097,2033,2064,49.42
2020,CT2020,Brooklyn,36047044000,3044000,,,,2878,1426,1452,49.8
2020,CT2020,Brooklyn,36047044100,3044100,,,,5526,2750,2776,35.09
2020,CT2020,Brooklyn,36047044200,3044200,,,,2631,1283,1348,45.18
2020,CT2020,Brooklyn,36047044300,3044300,,,,5195,2600,2595,41.46
2020,CT2020,Brooklyn,36047044400,3044400,,,,3260,1562,1698,43.13
2020,CT2020,Brooklyn,36047044500,3044500,,,,4207,2092,2115,41.94
2020,CT2020,Brooklyn,36047044600,3044600,,,,2026,1015,1011,35.03
2020,CT2020,Brooklyn,36047044700,3044700,,,,2459,1236,1223,40.23
2020,CT2020,Brooklyn,36047044800,3044800,,,,1965,994,971,55.48
2020,CT2020,Brooklyn,36047044901,3044901,,,,2694,1153,1541,95.39
2020,CT2020,Brooklyn,36047044902,3044902,,,,44,17,27,434.09
2020,CT2020,Brooklyn,36047045000,3045000,,,,645,332,313,54.45
2020,CT2020,Brooklyn,36047045200,3045200,,,,2618,1335,1283,46.04
2020,CT2020,Brooklyn,36047045300,3045300,,,,1886,1073,813,78.96
2020,CT2020,Brooklyn,36047045400,3045400,,,,2036,1038,998,32.7
2020,CT2020,Brooklyn,36047045600,3045600,,,,2767,1456,1311,37.97
2020,CT2020,Brooklyn,36047045800,3045800,,,,1558,809,749,44.33
2020,CT2020,Brooklyn,36047046000,3046000,,,,3828,1931,1897,48.45
2020,CT2020,Brooklyn,36047046201,3046201,,,,2700,1321,1379,31.71
2020,CT2020,Brooklyn,36047046202,3046202,,,,1891,946,945,42.71
2020,CT2020,Brooklyn,36047046400,3046400,,,,2732,1420,1312,40.53
2020,CT2020,Brooklyn,36047046800,3046800,,,,2138,1091,1047,73.12
2020,CT2020,Brooklyn,36047047000,3047000,,,,2823,1417,1406,44.93
2020,CT2020,Brooklyn,36047047200,3047200,,,,3099,1556,1543,42.7
2020,CT2020,Brooklyn,36047047400,3047400,,,,3232,1695,1537,43.46
2020,CT2020,Brooklyn,36047047600,3047600,,,,4054,2074,1980,51.19
2020,CT2020,Brooklyn,36047047700,3047700,,,,4226,2178,2048,53.82
2020,CT2020,Brooklyn,36047047800,3047800,,,,5308,2789,2519,54.67
2020,CT2020,Brooklyn,36047048000,3048000,,,,3824,1952,1872,37.85
2020,CT2020,Brooklyn,36047048100,3048100,,,,3105,1523,1582,37.39
2020,CT2020,Brooklyn,36047048200,3048200,,,,6122,3075,3047,48.6
2020,CT2020,Brooklyn,36047048400,3048400,,,,5922,3017,2905,51.69
2020,CT2020,Brooklyn,36047048500,3048500,,,,2470,1373,1097,143.7
2020,CT2020,Brooklyn,36047048600,3048600,,,,3597,1923,1674,43.35
2020,CT2020,Brooklyn,36047048800,3048800,,,,4536,2254,2282,35.42
2020,CT2020,Brooklyn,36047048900,3048900,,,,3757,1535,2222,22.63
2020,CT2020,Brooklyn,36047049000,3049000,,,,6036,2984,3052,47.39
2020,CT2020,Brooklyn,36047049100,3049100,,,,6366,2908,3458,52.67
2020,CT2020,Brooklyn,36047049200,3049200,,,,3366,1747,1619,41.18
2020,CT2020,Brooklyn,36047049301,3049301,,,,1897,738,1159,16.76
2020,CT2020,Brooklyn,36047049302,3049302,,,,5476,2565,2911,39.58
2020,CT2020,Brooklyn,36047049400,3049400,,,,5527,2702,2825,45.15
2020,CT2020,Brooklyn,36047049500,3049500,,,,3114,1545,1569,31.9
2020,CT2020,Brooklyn,36047049600,3049600,,,,4646,2315,2331,50.16
2020,CT2020,Brooklyn,36047049700,3049700,,,,3141,1536,1605,40.68
2020,CT2020,Brooklyn,36047049800,3049800,,,,4517,2182,2335,50.5
2020,CT2020,Brooklyn,36047049900,3049900,,,,2147,1069,1078,35.01
2020,CT2020,Brooklyn,36047050001,3050001,,,,2062,983,1079,34.61
2020,CT2020,Brooklyn,36047050002,3050002,,,,1607,745,862,15.36
2020,CT2020,Brooklyn,36047050100,3050100,,,,2951,1468,1483,42.67
2020,CT2020,Brooklyn,36047050202,3050202,,,,2312,1078,1234,33.54
2020,CT2020,Brooklyn,36047050300,3050300,,,,2759,1317,1442,30.96
2020,CT2020,Brooklyn,36047050401,3050401,,,,2997,1419,1578,35.82
2020,CT2020,Brooklyn,36047050402,3050402,,,,2004,965,1039,20.84
2020,CT2020,Brooklyn,36047050500,3050500,,,,4567,2104,2463,41.86
2020,CT2020,Brooklyn,36047050600,3050600,,,,5612,2712,2900,40.69
2020,CT2020,Brooklyn,36047050700,3050700,,,,3545,1811,1734,43.1
2020,CT2020,Brooklyn,36047050801,3050801,,,,4311,1960,2351,19.33
2020,CT2020,Brooklyn,36047050803,3050803,,,,2548,1196,1352,13.86
2020,CT2020,Brooklyn,36047050804,3050804,,,,6196,2846,3350,25.48
2020,CT2020,Brooklyn,36047050900,3050900,,,,5112,2603,2509,35.04
2020,CT2020,Brooklyn,36047051001,3051001,,,,3740,1706,2034,19.01
2020,CT2020,Brooklyn,36047051002,3051002,,,,4600,2090,2510,26.46
2020,CT2020,Brooklyn,36047051100,3051100,,,,4545,2177,2368,39.29
2020,CT2020,Brooklyn,36047051200,3051200,,,,5946,2640,3306,34.59
2020,CT2020,Brooklyn,36047051300,3051300,,,,5526,2708,2818,63.78
2020,CT2020,Brooklyn,36047051400,3051400,,,,7023,3207,3816,44.75
2020,CT2020,Brooklyn,36047051500,3051500,,,,2451,1217,1234,46.19
2020,CT2020,Brooklyn,36047051601,3051601,,,,5407,2382,3025,28.65
2020,CT2020,Brooklyn,36047051602,3051602,,,,3874,1710,2164,22.52
2020,CT2020,Brooklyn,36047051700,3051700,,,,2636,1387,1249,46.3
2020,CT2020,Brooklyn,36047051800,3051800,,,,3528,1566,1962,49.75
2020,CT2020,Brooklyn,36047051900,3051900,,,,6101,3030,3071,67.94
2020,CT2020,Brooklyn,36047052000,3052000,,,,4175,2043,2132,47.09
2020,CT2020,Brooklyn,36047052300,3052300,,,,5405,2518,2887,35.82
2020,CT2020,Brooklyn,36047052500,3052500,,,,3720,1770,1950,30.68
2020,CT2020,Brooklyn,36047052600,3052600,,,,4353,2095,2258,41.84
2020,CT2020,Brooklyn,36047052700,3052700,,,,6045,2803,3242,46.95
2020,CT2020,Brooklyn,36047052800,3052800,,,,1804,903,901,43.39
2020,CT2020,Brooklyn,36047052900,3052900,,,,4299,2199,2100,43.22
2020,CT2020,Brooklyn,36047053000,3053000,,,,3606,1802,1804,42.81
2020,CT2020,Brooklyn,36047053101,3053101,,,,2997,1487,1510,19.48
2020,CT2020,Brooklyn,36047053102,3053102,,,,5890,3018,2872,20.5
2020,CT2020,Brooklyn,36047053200,3053200,,,,2510,1204,1306,43.07
2020,CT2020,Brooklyn,36047053300,3053300,,,,7115,3616,3499,47.73
2020,CT2020,Brooklyn,36047053400,3053400,,,,4777,2367,2410,42.84
2020,CT2020,Brooklyn,36047053500,3053500,,,,4469,2286,2183,32.21
2020,CT2020,Brooklyn,36047053700,3053700,,,,4304,2186,2118,41.38
2020,CT2020,Brooklyn,36047053800,3053800,,,,5535,2638,2897,40.64
2020,CT2020,Brooklyn,36047053900,3053900,,,,2668,1307,1361,25.05
2020,CT2020,Brooklyn,36047054200,3054200,,,,4750,2262,2488,46.74
2020,CT2020,Brooklyn,36047054300,3054300,,,,5,0,5,236.07
2020,CT2020,Brooklyn,36047054400,3054400,,,,3785,1820,1965,46.95
2020,CT2020,Brooklyn,36047054500,3054500,,,,7304,3493,3811,41.46
2020,CT2020,Brooklyn,36047054600,3054600,,,,5409,2546,2863,44.64
2020,CT2020,Brooklyn,36047054700,3054700,,,,7855,3874,3981,42.03
2020,CT2020,Brooklyn,36047054800,3054800,,,,2189,1063,1126,42.8
2020,CT2020,Brooklyn,36047054900,3054900,,,,4748,2380,2368,48.29
2020,CT2020,Brooklyn,36047055000,3055000,,,,3956,1914,2042,44.43
2020,CT2020,Brooklyn,36047055100,3055100,,,,6343,2994,3349,57.23
2020,CT2020,Brooklyn,36047055200,3055200,,,,3735,1721,2014,41.43
2020,CT2020,Brooklyn,36047055300,3055300,,,,3078,1616,1462,38.62
2020,CT2020,Brooklyn,36047055400,3055400,,,,4813,2265,2548,41.84
2020,CT2020,Brooklyn,36047055500,3055500,,,,8688,4370,4318,64.66
2020,CT2020,Brooklyn,36047055600,3055600,,,,3880,1929,1951,47.74
2020,CT2020,Brooklyn,36047055700,3055700,,,,1848,909,939,69.81
2020,CT2020,Brooklyn,36047055800,3055800,,,,2736,1321,1415,42.41
2020,CT2020,Brooklyn,36047056000,3056000,,,,3882,1832,2050,45.65
2020,CT2020,Brooklyn,36047056100,3056100,,,,3460,1708,1752,83.65
2020,CT2020,Brooklyn,36047056200,3056200,,,,1695,869,826,42.21
2020,CT2020,Brooklyn,36047056301,3056301,,,,4923,2462,2461,44.36
2020,CT2020,Brooklyn,36047056302,3056302,,,,2002,957,1045,47.14
2020,CT2020,Brooklyn,36047056400,3056400,,,,2626,1273,1353,45.27
2020,CT2020,Brooklyn,36047056500,3056500,,,,3738,1857,1881,58.8
2020,CT2020,Brooklyn,36047056600,3056600,,,,2548,1189,1359,42.39
2020,CT2020,Brooklyn,36047056800,3056800,,,,1310,616,694,29.11
2020,CT2020,Brooklyn,36047056900,3056900,,,,1624,785,839,31.62
2020,CT2020,Brooklyn,36047057000,3057000,,,,3534,1656,1878,64.83
2020,CT2020,Brooklyn,36047057100,3057100,,,,4267,2065,2202,43.46
2020,CT2020,Brooklyn,36047057200,3057200,,,,5221,2136,3085,60.2
2020,CT2020,Brooklyn,36047057300,3057300,,,,2590,1265,1325,42.04
2020,CT2020,Brooklyn,36047057400,3057400,,,,2560,1232,1328,39.34
2020,CT2020,Brooklyn,36047057500,3057500,,,,4902,2401,2501,44.83
2020,CT2020,Brooklyn,36047057600,3057600,,,,2912,1456,1456,39.19
2020,CT2020,Brooklyn,36047057800,3057800,,,,3332,1634,1698,42.56
2020,CT2020,Brooklyn,36047057901,3057901,,,,1416,740,676,60.75
2020,CT2020,Brooklyn,36047057902,3057902,,,,0,0,0,124.36
2020,CT2020,Brooklyn,36047058000,3058000,,,,3502,1686,1816,39.2
2020,CT2020,Brooklyn,36047058200,3058200,,,,3044,1497,1547,39.92
2020,CT2020,Brooklyn,36047058400,3058400,,,,3797,1816,1981,46.51
2020,CT2020,Brooklyn,36047058600,3058600,,,,2655,1263,1392,40.38
2020,CT2020,Brooklyn,36047058800,3058800,,,,3532,1676,1856,39.44
2020,CT2020,Brooklyn,36047058901,3058901,,,,1781,870,911,49.82
2020,CT2020,Brooklyn,36047058902,3058902,,,,0,0,0,54.96
2020,CT2020,Brooklyn,36047059000,3059000,,,,2014,967,1047,39.14
2020,CT2020,Brooklyn,36047059100,3059100,,,,3856,1870,1986,47.47
2020,CT2020,Brooklyn,36047059200,3059200,,,,4268,2041,2227,54.19
2020,CT2020,Brooklyn,36047059300,3059300,,,,2274,1116,1158,46.45
2020,CT2020,Brooklyn,36047059402,3059402,,,,5105,2389,2716,79.69
2020,CT2020,Brooklyn,36047059403,3059403,,,,3779,1754,2025,51.08
2020,CT2020,Brooklyn,36047059404,3059404,,,,4426,2138,2288,52.86
2020,CT2020,Brooklyn,36047059600,3059600,,,,2569,1198,1371,42.77
2020,CT2020,Brooklyn,36047059800,3059800,,,,3617,1746,1871,49.23
2020,CT2020,Brooklyn,36047060000,3060000,,,,6844,3291,3553,108.71
2020,CT2020,Brooklyn,36047060600,3060600,,,,3178,1524,1654,44.3
2020,CT2020,Brooklyn,36047060800,3060800,,,,4015,1898,2117,99.13
2020,CT2020,Brooklyn,36047061002,3061002,,,,5064,2286,2778,56.16
2020,CT2020,Brooklyn,36047061003,3061003,,,,2418,1278,1140,19.81
2020,CT2020,Brooklyn,36047061004,3061004,,,,6669,3072,3597,55.47
2020,CT2020,Brooklyn,36047061200,3061200,,,,1063,510,553,48.99
2020,CT2020,Brooklyn,36047061600,3061600,,,,1854,838,1016,179.42
2020,CT2020,Brooklyn,36047062000,3062000,,,,1767,870,897,78.97
2020,CT2020,Brooklyn,36047062200,3062200,,,,3325,1514,1811,61.15
2020,CT2020,Brooklyn,36047062600,3062600,,,,3152,1510,1642,78.62
2020,CT2020,Brooklyn,36047062800,3062800,,,,5222,2514,2708,189.76
2020,CT2020,Brooklyn,36047063200,3063200,,,,1476,701,775,29.02
2020,CT2020,Brooklyn,36047063600,3063600,,,,1317,682,635,28.25
2020,CT2020,Brooklyn,36047063800,3063800,,,,1617,775,842,34.39
2020,CT2020,Brooklyn,36047064000,3064000,,,,1620,838,782,37.91
2020,CT2020,Brooklyn,36047064200,3064200,,,,2865,1428,1437,58.09
2020,CT2020,Brooklyn,36047064400,3064400,,,,2702,1317,1385,49.26
2020,CT2020,Brooklyn,36047064600,3064600,,,,2226,1101,1125,40.93
2020,CT2020,Brooklyn,36047064800,3064800,,,,1993,974,1019,37.44
2020,CT2020,Brooklyn,36047065000,3065000,,,,1439,674,765,41.08
2020,CT2020,Brooklyn,36047065200,3065200,,,,1197,573,624,43.17
2020,CT2020,Brooklyn,36047065400,3065400,,,,1681,807,874,37.44
2020,CT2020,Brooklyn,36047065600,3065600,,,,1795,853,942,37.95
2020,CT2020,Brooklyn,36047065800,3065800,,,,1844,885,959,37.9
2020,CT2020,Brooklyn,36047066000,3066000,,,,1762,841,921,37.64
2020,CT2020,Brooklyn,36047066200,3066200,,,,1497,699,798,57.2
2020,CT2020,Brooklyn,36047066600,3066600,,,,1,0,1,1000.03
2020,CT2020,Brooklyn,36047067000,3067000,,,,2876,1312,1564,51.46
2020,CT2020,Brooklyn,36047067200,3067200,,,,1435,670,765,43.05
2020,CT2020,Brooklyn,36047067400,3067400,,,,1992,908,1084,46.75
2020,CT2020,Brooklyn,36047067600,3067600,,,,1622,719,903,38.39
2020,CT2020,Brooklyn,36047067800,3067800,,,,2874,1299,1575,41.07
2020,CT2020,Brooklyn,36047068000,3068000,,,,1887,885,1002,41.73
2020,CT2020,Brooklyn,36047068200,3068200,,,,2489,1148,1341,49.97
2020,CT2020,Brooklyn,36047068600,3068600,,,,1749,786,963,36.57
2020,CT2020,Brooklyn,36047068800,3068800,,,,1706,794,912,38.77
2020,CT2020,Brooklyn,36047069000,3069000,,,,1880,848,1032,42.73
2020,CT2020,Brooklyn,36047069200,3069200,,,,2512,1130,1382,45.03
2020,CT2020,Brooklyn,36047069601,3069601,,,,3932,1811,2121,112.91
2020,CT2020,Brooklyn,36047069602,3069602,,,,6275,2993,3282,170.05
2020,CT2020,Brooklyn,36047069800,3069800,,,,1417,688,729,123.61
2020,CT2020,Brooklyn,36047070000,3070000,,,,1650,770,880,49.89
2020,CT2020,Brooklyn,36047070201,3070201,,,,6719,3254,3465,265.41
2020,CT2020,Brooklyn,36047070202,3070202,,,,21,7,14,1275.67
2020,CT2020,Brooklyn,36047070203,3070203,,,,0,0,0,695.4
2020,CT2020,Brooklyn,36047070601,3070601,,,,2703,1261,1442,112.05
2020,CT2020,Brooklyn,36047070602,3070602,,,,4,3,1,295.72
2020,CT2020,Brooklyn,36047072000,3072000,,,,2205,947,1258,39.1
2020,CT2020,Brooklyn,36047072200,3072200,,,,2893,1278,1615,63.55
2020,CT2020,Brooklyn,36047072400,3072400,,,,1911,828,1083,47.49
2020,CT2020,Brooklyn,36047072600,3072600,,,,2582,1137,1445,68
2020,CT2020,Brooklyn,36047072800,3072800,,,,3645,1529,2116,52.4
2020,CT2020,Brooklyn,36047073000,3073000,,,,2170,973,1197,45.74
2020,CT2020,Brooklyn,36047073200,3073200,,,,2173,987,1186,39.52
2020,CT2020,Brooklyn,36047073400,3073400,,,,1818,804,1014,37.34
2020,CT2020,Brooklyn,36047073600,3073600,,,,3473,1527,1946,43.99
2020,CT2020,Brooklyn,36047073800,3073800,,,,3290,1518,1772,44.62
2020,CT2020,Brooklyn,36047074000,3074000,,,,3446,1605,1841,40.13
2020,CT2020,Brooklyn,36047074200,3074200,,,,3023,1402,1621,43.08
2020,CT2020,Brooklyn,36047074400,3074400,,,,2481,1254,1227,42.03
2020,CT2020,Brooklyn,36047074600,3074600,,,,2100,1042,1058,49.93
2020,CT2020,Brooklyn,36047074800,3074800,,,,1936,963,973,43.63
2020,CT2020,Brooklyn,36047075000,3075000,,,,2928,1419,1509,42.85
2020,CT2020,Brooklyn,36047075200,3075200,,,,1042,535,507,42.8
